time,temperature(C),humidity,note
2023/01/04 13:22:00,"15,69","95,5",""
2023/01/04 13:32:00,"15,88","95,8",""
2023/01/04 13:42:00,"16,06","96,1",""
2023/01/04 13:52:00,"16,25","96,4",""
2023/01/04 14:02:00,"16,38","96,6",""
2023/01/04 14:12:00,"16,50","96,8",""
2023/01/04 14:22:00,"16,63","96,8",""
2023/01/04 14:32:00,"16,75","97,1",""
2023/01/04 14:42:00,"16,88","97,3",""
2023/01/04 14:52:00,"17,00","97,3",""
2023/01/04 15:02:00,"17,06","97,6",""
2023/01/04 15:12:00,"17,13","97,8",""
2023/01/04 15:22:00,"17,19","97,8",""
2023/01/04 15:32:00,"17,31","97,8",""
2023/01/04 15:42:00,"17,31","97,8",""
2023/01/04 15:52:00,"17,38","97,8",""
2023/01/04 16:02:00,"17,44","97,8",""
2023/01/04 16:12:00,"17,56","98,1",""
2023/01/04 16:22:00,"17,63","98,1",""
2023/01/04 16:32:00,"17,63","97,9",""
2023/01/04 16:42:00,"17,69","98,2",""
2023/01/04 16:52:00,"17,69","98,1",""
2023/01/04 17:02:00,"17,75","97,8",""
2023/01/04 17:12:00,"17,81","98,3",""
2023/01/04 17:22:00,"17,88","98,4",""
2023/01/04 17:32:00,"16,81","83,6",""
2023/01/04 17:42:00,"14,56","76,4",""
2023/01/04 17:52:00,"13,50","89,5",""
2023/01/04 18:02:00,"14,56","93,7",""
2023/01/04 18:12:00,"15,31","95,1",""
2023/01/04 18:22:00,"15,88","95,4",""
2023/01/04 18:32:00,"16,19","95,9",""
2023/01/04 18:42:00,"16,44","96,0",""
2023/01/04 18:52:00,"16,63","96,3",""
2023/01/04 19:02:00,"16,81","96,7",""
2023/01/04 19:12:00,"16,88","96,6",""
2023/01/04 19:22:00,"17,00","96,9",""
2023/01/04 19:32:00,"17,13","97,3",""
2023/01/04 19:42:00,"17,25","97,4",""
2023/01/04 19:52:00,"17,31","97,6",""
2023/01/04 20:02:00,"17,38","97,4",""
2023/01/04 20:12:00,"14,69","77,4",""
2023/01/04 20:22:00,"13,69","87,1",""
2023/01/04 20:32:00,"13,69","85,9",""
2023/01/04 20:42:00,"14,06","90,5",""
2023/01/04 20:52:00,"14,81","92,4",""
2023/01/04 21:02:00,"15,31","93,8",""
2023/01/04 21:12:00,"15,69","94,0",""
2023/01/04 21:22:00,"15,94","94,4",""
2023/01/04 21:32:00,"16,13","94,7",""
2023/01/04 21:42:00,"16,31","95,2",""
2023/01/04 21:52:00,"16,44","95,0",""
2023/01/04 22:02:00,"16,56","95,6",""
2023/01/04 22:12:00,"16,69","95,8",""
2023/01/04 22:22:00,"16,75","95,9",""
2023/01/04 22:32:00,"16,88","96,0",""
2023/01/04 22:42:00,"16,94","96,0",""
2023/01/04 22:52:00,"17,06","96,6",""
2023/01/04 23:02:00,"17,13","96,4",""
2023/01/04 23:12:00,"17,19","96,9",""
2023/01/04 23:22:00,"17,25","96,9",""
2023/01/04 23:32:00,"17,38","97,1",""
2023/01/04 23:42:00,"17,44","97,1",""
2023/01/04 23:52:00,"17,50","97,3",""
2023/01/05 00:02:00,"17,56","97,1",""
2023/01/05 00:12:00,"17,63","97,3",""
2023/01/05 00:22:00,"17,63","97,2",""
2023/01/05 00:32:00,"17,69","97,3",""
2023/01/05 00:42:00,"17,75","97,4",""
2023/01/05 00:52:00,"17,81","97,4",""
2023/01/05 01:02:00,"17,81","97,3",""
2023/01/05 01:12:00,"17,94","97,8",""
2023/01/05 01:22:00,"17,94","97,9",""
2023/01/05 01:32:00,"18,00","97,9",""
2023/01/05 01:42:00,"18,00","97,9",""
2023/01/05 01:52:00,"18,06","98,0",""
2023/01/05 02:02:00,"18,13","98,3",""
2023/01/05 02:12:00,"18,13","98,1",""
2023/01/05 02:22:00,"18,19","98,1",""
2023/01/05 02:32:00,"18,25","98,4",""
2023/01/05 02:42:00,"18,25","98,3",""
2023/01/05 02:52:00,"18,31","98,3",""
2023/01/05 03:02:00,"18,38","98,1",""
2023/01/05 03:12:00,"18,38","98,1",""
2023/01/05 03:22:00,"18,38","98,3",""
2023/01/05 03:32:00,"18,44","98,4",""
2023/01/05 03:42:00,"18,50","98,3",""
2023/01/05 03:52:00,"18,56","98,5",""
2023/01/05 04:02:00,"18,56","98,4",""
2023/01/05 04:12:00,"18,56","98,4",""
2023/01/05 04:22:00,"18,63","98,6",""
2023/01/05 04:32:00,"18,63","98,4",""
2023/01/05 04:42:00,"18,69","98,6",""
2023/01/05 04:52:00,"18,75","98,5",""
2023/01/05 05:02:00,"18,75","98,9",""
2023/01/05 05:12:00,"18,81","98,8",""
2023/01/05 05:22:00,"18,81","98,9",""
2023/01/05 05:32:00,"18,88","98,9",""
2023/01/05 05:42:00,"18,88","98,8",""
2023/01/05 05:52:00,"18,88","98,9",""
2023/01/05 06:02:00,"18,94","98,9",""
2023/01/05 06:12:00,"18,94","98,9",""
2023/01/05 06:22:00,"19,00","99,0",""
2023/01/05 06:32:00,"19,00","99,1",""
2023/01/05 06:42:00,"19,00","98,9",""
2023/01/05 06:52:00,"19,06","99,0",""
2023/01/05 07:02:00,"19,06","99,0",""
2023/01/05 07:12:00,"19,13","99,0",""
2023/01/05 07:22:00,"19,13","99,1",""
2023/01/05 07:32:00,"19,19","99,1",""
2023/01/05 07:42:00,"19,19","99,0",""
2023/01/05 07:52:00,"19,25","99,1",""
2023/01/05 08:02:00,"19,25","99,2",""
2023/01/05 08:12:00,"19,25","99,0",""
2023/01/05 08:22:00,"19,31","99,2",""
2023/01/05 08:32:00,"19,31","99,2",""
2023/01/05 08:42:00,"19,38","99,3",""
2023/01/05 08:52:00,"19,38","99,1",""
2023/01/05 09:02:00,"19,38","99,2",""
2023/01/05 09:12:00,"19,44","99,1",""
2023/01/05 09:22:00,"19,44","99,1",""
2023/01/05 09:32:00,"19,44","99,1",""
2023/01/05 09:42:00,"19,50","99,1",""
2023/01/05 09:52:00,"19,50","99,2",""
2023/01/05 10:02:00,"19,50","99,1",""
2023/01/05 10:12:00,"19,56","99,3",""
2023/01/05 10:22:00,"19,56","99,4",""
2023/01/05 10:32:00,"19,63","99,5",""
2023/01/05 10:42:00,"19,63","99,7",""
2023/01/05 10:52:00,"19,69","99,4",""
2023/01/05 11:02:00,"19,75","99,6",""
2023/01/05 11:12:00,"19,75","99,5",""
2023/01/05 11:22:00,"19,75","99,4",""
2023/01/05 11:32:00,"19,81","99,4",""
2023/01/05 11:42:00,"19,75","95,0",""
2023/01/05 11:52:00,"16,56","78,4",""
2023/01/05 12:02:00,"15,06","80,4",""
2023/01/05 12:12:00,"14,25","80,8",""
2023/01/05 12:22:00,"13,94","78,2",""
2023/01/05 12:32:00,"13,81","82,2",""
2023/01/05 12:42:00,"13,88","80,0",""
2023/01/05 12:52:00,"13,81","80,8",""
2023/01/05 13:02:00,"14,31","86,8",""
2023/01/05 13:12:00,"15,25","90,3",""
2023/01/05 13:22:00,"15,88","91,6",""
2023/01/05 13:32:00,"16,31","93,1",""
2023/01/05 13:42:00,"16,63","93,6",""
2023/01/05 13:52:00,"16,94","94,5",""
2023/01/05 14:02:00,"17,19","95,1",""
2023/01/05 14:12:00,"17,31","95,6",""
2023/01/05 14:22:00,"17,50","95,8",""
2023/01/05 14:32:00,"17,69","96,2",""
2023/01/05 14:42:00,"17,81","96,4",""
2023/01/05 14:52:00,"18,00","96,9",""
2023/01/05 15:02:00,"18,13","96,8",""
2023/01/05 15:12:00,"18,25","97,0",""
2023/01/05 15:22:00,"18,31","97,3",""
2023/01/05 15:32:00,"18,44","97,3",""
2023/01/05 15:42:00,"18,50","97,4",""
2023/01/05 15:52:00,"18,63","97,4",""
2023/01/05 16:02:00,"18,63","97,6",""
2023/01/05 16:12:00,"18,75","97,9",""
2023/01/05 16:22:00,"18,81","98,1",""
2023/01/05 16:32:00,"18,88","98,0",""
2023/01/05 16:42:00,"18,94","98,2",""
2023/01/05 16:52:00,"18,63","84,5",""
2023/01/05 17:02:00,"16,69","84,3",""
2023/01/05 17:12:00,"15,31","84,7",""
2023/01/05 17:22:00,"15,19","89,6",""
2023/01/05 17:32:00,"16,13","92,6",""
2023/01/05 17:42:00,"16,81","93,8",""
2023/01/05 17:52:00,"17,25","94,7",""
2023/01/05 18:02:00,"17,50","94,6",""
2023/01/05 18:12:00,"17,69","94,1",""
2023/01/05 18:22:00,"17,81","93,9",""
2023/01/05 18:32:00,"17,94","93,9",""
2023/01/05 18:42:00,"17,94","94,0",""
2023/01/05 18:52:00,"18,00","94,0",""
2023/01/05 19:02:00,"18,06","94,4",""
2023/01/05 19:12:00,"18,13","94,0",""
2023/01/05 19:22:00,"18,13","93,6",""
2023/01/05 19:32:00,"18,13","85,7",""
2023/01/05 19:42:00,"15,13","78,8",""
2023/01/05 19:52:00,"13,63","78,6",""
2023/01/05 20:02:00,"13,75","87,5",""
2023/01/05 20:12:00,"15,06","90,2",""
2023/01/05 20:22:00,"15,94","91,6",""
2023/01/05 20:32:00,"16,50","92,6",""
2023/01/05 20:42:00,"16,88","93,2",""
2023/01/05 20:52:00,"17,19","93,9",""
2023/01/05 21:02:00,"17,44","94,3",""
2023/01/05 21:12:00,"17,63","94,6",""
2023/01/05 21:22:00,"17,75","94,9",""
2023/01/05 21:32:00,"17,94","95,6",""
2023/01/05 21:42:00,"18,06","95,6",""
2023/01/05 21:52:00,"18,19","95,8",""
2023/01/05 22:02:00,"18,31","95,9",""
2023/01/05 22:12:00,"18,38","96,1",""
2023/01/05 22:22:00,"18,50","96,3",""
2023/01/05 22:32:00,"18,63","96,3",""
2023/01/05 22:42:00,"18,69","96,4",""
2023/01/05 22:52:00,"18,75","96,9",""
2023/01/05 23:02:00,"18,88","97,1",""
2023/01/05 23:12:00,"18,88","97,1",""
2023/01/05 23:22:00,"19,00","97,4",""
2023/01/05 23:32:00,"19,06","97,1",""
2023/01/05 23:42:00,"19,13","97,3",""
2023/01/05 23:52:00,"19,13","97,3",""
2023/01/06 00:02:00,"19,25","97,4",""
2023/01/06 00:12:00,"19,25","97,6",""
2023/01/06 00:22:00,"19,38","97,6",""
2023/01/06 00:32:00,"19,38","97,6",""
2023/01/06 00:42:00,"19,44","97,6",""
2023/01/06 00:52:00,"19,50","97,8",""
2023/01/06 01:02:00,"19,56","97,7",""
2023/01/06 01:12:00,"19,56","98,2",""
2023/01/06 01:22:00,"19,63","98,1",""
2023/01/06 01:32:00,"19,69","98,1",""
2023/01/06 01:42:00,"19,75","98,1",""
2023/01/06 01:52:00,"19,75","98,2",""
2023/01/06 02:02:00,"19,81","98,4",""
2023/01/06 02:12:00,"19,81","98,2",""
2023/01/06 02:22:00,"19,88","98,5",""
2023/01/06 02:32:00,"19,94","98,4",""
2023/01/06 02:42:00,"20,00","98,3",""
2023/01/06 02:52:00,"20,00","98,5",""
2023/01/06 03:02:00,"20,06","98,4",""
2023/01/06 03:12:00,"20,06","98,4",""
2023/01/06 03:22:00,"20,13","98,4",""
2023/01/06 03:32:00,"20,13","98,4",""
2023/01/06 03:42:00,"20,19","98,4",""
2023/01/06 03:52:00,"20,19","98,3",""
2023/01/06 04:02:00,"20,25","98,5",""
2023/01/06 04:12:00,"20,31","98,6",""
2023/01/06 04:22:00,"20,38","98,6",""
2023/01/06 04:32:00,"20,38","98,4",""
2023/01/06 04:42:00,"20,38","98,5",""
2023/01/06 04:52:00,"20,44","98,6",""
2023/01/06 05:02:00,"20,44","98,9",""
2023/01/06 05:12:00,"20,50","98,9",""
2023/01/06 05:22:00,"20,56","99,0",""
2023/01/06 05:32:00,"20,56","98,9",""
2023/01/06 05:42:00,"20,56","99,0",""
2023/01/06 05:52:00,"20,63","99,2",""
2023/01/06 06:02:00,"20,63","99,0",""
2023/01/06 06:12:00,"20,69","99,1",""
2023/01/06 06:22:00,"20,69","99,1",""
2023/01/06 06:32:00,"20,69","99,1",""
2023/01/06 06:42:00,"20,75","99,0",""
2023/01/06 06:52:00,"20,75","99,0",""
2023/01/06 07:02:00,"20,81","99,0",""
2023/01/06 07:12:00,"20,81","99,1",""
2023/01/06 07:22:00,"20,88","99,2",""
2023/01/06 07:32:00,"20,88","99,1",""
2023/01/06 07:42:00,"20,94","99,2",""
2023/01/06 07:52:00,"20,94","99,2",""
2023/01/06 08:02:00,"20,94","99,1",""
2023/01/06 08:12:00,"21,00","99,1",""
2023/01/06 08:22:00,"21,00","99,1",""
2023/01/06 08:32:00,"21,06","99,2",""
2023/01/06 08:42:00,"21,06","99,2",""
2023/01/06 08:52:00,"21,13","99,1",""
2023/01/06 09:02:00,"21,19","99,3",""
2023/01/06 09:12:00,"21,19","99,2",""
2023/01/06 09:22:00,"21,19","99,1",""
2023/01/06 09:32:00,"21,25","99,1",""
2023/01/06 09:42:00,"20,94","88,7",""
2023/01/06 09:52:00,"18,50","83,6",""
2023/01/06 10:02:00,"17,19","83,1",""
2023/01/06 10:12:00,"17,13","92,9",""
2023/01/06 10:22:00,"18,13","95,6",""
2023/01/06 10:32:00,"18,81","96,3",""
2023/01/06 10:42:00,"19,19","96,4",""
2023/01/06 10:52:00,"19,50","96,4",""
2023/01/06 11:02:00,"19,69","96,8",""
2023/01/06 11:12:00,"19,88","97,3",""
2023/01/06 11:22:00,"20,06","97,1",""
2023/01/06 11:32:00,"20,13","97,4",""
2023/01/06 11:42:00,"20,25","97,3",""
2023/01/06 11:52:00,"20,31","97,4",""
2023/01/06 12:02:00,"20,38","97,4",""
2023/01/06 12:12:00,"20,44","97,4",""
2023/01/06 12:22:00,"20,50","97,8",""
2023/01/06 12:32:00,"20,56","97,7",""
2023/01/06 12:42:00,"20,63","97,9",""
2023/01/06 12:52:00,"20,69","97,9",""
2023/01/06 13:02:00,"20,69","97,8",""
2023/01/06 13:12:00,"20,75","98,1",""
2023/01/06 13:22:00,"20,75","97,9",""
2023/01/06 13:32:00,"18,88","78,5",""
2023/01/06 13:42:00,"15,69","73,9",""
2023/01/06 13:52:00,"14,31","78,5",""
2023/01/06 14:02:00,"14,00","77,5",""
2023/01/06 14:12:00,"13,81","78,4",""
2023/01/06 14:22:00,"13,69","78,0",""
2023/01/06 14:32:00,"13,38","79,8",""
2023/01/06 14:42:00,"14,75","87,1",""
2023/01/06 14:52:00,"15,94","89,1",""
2023/01/06 15:02:00,"16,75","90,1",""
2023/01/06 15:12:00,"17,25","91,2",""
2023/01/06 15:22:00,"17,63","91,7",""
2023/01/06 15:32:00,"17,94","92,1",""
2023/01/06 15:42:00,"18,19","92,8",""
2023/01/06 15:52:00,"18,38","93,1",""
2023/01/06 16:02:00,"18,56","93,3",""
2023/01/06 16:12:00,"18,75","93,9",""
2023/01/06 16:22:00,"18,88","94,4",""
2023/01/06 16:32:00,"19,06","94,6",""
2023/01/06 16:42:00,"19,19","94,6",""
2023/01/06 16:52:00,"19,38","94,8",""
2023/01/06 17:02:00,"19,44","94,9",""
2023/01/06 17:12:00,"19,56","95,2",""
2023/01/06 17:22:00,"19,69","95,5",""
2023/01/06 17:32:00,"19,75","95,9",""
2023/01/06 17:42:00,"19,81","95,9",""
2023/01/06 17:52:00,"19,94","96,1",""
2023/01/06 18:02:00,"20,00","96,3",""
2023/01/06 18:12:00,"20,13","96,1",""
2023/01/06 18:22:00,"20,19","96,4",""
2023/01/06 18:32:00,"20,31","96,6",""
2023/01/06 18:42:00,"20,31","96,5",""
2023/01/06 18:52:00,"20,44","96,6",""
2023/01/06 19:02:00,"20,50","97,2",""
2023/01/06 19:12:00,"20,56","97,0",""
2023/01/06 19:22:00,"20,63","97,1",""
2023/01/06 19:32:00,"20,69","97,1",""
2023/01/06 19:42:00,"20,69","97,3",""
2023/01/06 19:52:00,"20,75","97,3",""
2023/01/06 20:02:00,"20,88","97,1",""
2023/01/06 20:12:00,"20,88","97,4",""
2023/01/06 20:22:00,"20,94","97,3",""
2023/01/06 20:32:00,"18,44","77,5",""
2023/01/06 20:42:00,"16,31","76,9",""
2023/01/06 20:52:00,"15,06","76,8",""
2023/01/06 21:02:00,"14,94","77,2",""
2023/01/06 21:12:00,"15,75","86,8",""
2023/01/06 21:22:00,"17,00","89,2",""
2023/01/06 21:32:00,"17,81","90,6",""
2023/01/06 21:42:00,"18,38","91,7",""
2023/01/06 21:52:00,"18,75","92,8",""
2023/01/06 22:02:00,"19,06","93,1",""
2023/01/06 22:12:00,"19,25","93,1",""
2023/01/06 22:22:00,"19,44","93,6",""
2023/01/06 22:32:00,"19,63","94,0",""
2023/01/06 22:42:00,"19,81","94,4",""
2023/01/06 22:52:00,"19,94","94,8",""
2023/01/06 23:02:00,"20,06","94,9",""
2023/01/06 23:12:00,"20,13","95,1",""
2023/01/06 23:22:00,"20,31","95,2",""
2023/01/06 23:32:00,"20,38","95,3",""
2023/01/06 23:42:00,"20,50","95,8",""
2023/01/06 23:52:00,"20,56","95,8",""
2023/01/07 00:02:00,"20,69","96,0",""
2023/01/07 00:12:00,"20,75","96,1",""
2023/01/07 00:22:00,"20,81","96,4",""
2023/01/07 00:32:00,"20,94","96,3",""
2023/01/07 00:42:00,"20,94","96,3",""
2023/01/07 00:52:00,"21,00","96,4",""
2023/01/07 01:02:00,"21,06","96,4",""
2023/01/07 01:12:00,"21,19","96,5",""
2023/01/07 01:22:00,"21,19","96,3",""
2023/01/07 01:32:00,"21,25","96,4",""
2023/01/07 01:42:00,"21,31","96,9",""
2023/01/07 01:52:00,"21,38","97,0",""
2023/01/07 02:02:00,"21,44","96,9",""
2023/01/07 02:12:00,"21,50","97,3",""
2023/01/07 02:22:00,"21,56","97,1",""
2023/01/07 02:32:00,"21,63","97,1",""
2023/01/07 02:42:00,"21,63","97,1",""
2023/01/07 02:52:00,"21,69","97,1",""
2023/01/07 03:02:00,"21,75","97,3",""
2023/01/07 03:12:00,"21,81","97,3",""
2023/01/07 03:22:00,"21,88","97,3",""
2023/01/07 03:32:00,"21,88","97,4",""
2023/01/07 03:42:00,"21,94","97,3",""
2023/01/07 03:52:00,"22,00","97,2",""
2023/01/07 04:02:00,"22,06","97,5",""
2023/01/07 04:12:00,"22,06","97,4",""
2023/01/07 04:22:00,"22,13","97,4",""
2023/01/07 04:32:00,"22,13","97,4",""
2023/01/07 04:42:00,"22,19","97,8",""
2023/01/07 04:52:00,"22,25","97,9",""
2023/01/07 05:02:00,"22,31","97,9",""
2023/01/07 05:12:00,"22,31","97,9",""
2023/01/07 05:22:00,"22,38","97,8",""
2023/01/07 05:32:00,"22,38","97,9",""
2023/01/07 05:42:00,"22,44","97,9",""
2023/01/07 05:52:00,"22,50","97,9",""
2023/01/07 06:02:00,"22,50","97,9",""
2023/01/07 06:12:00,"22,50","97,8",""
2023/01/07 06:22:00,"22,56","98,0",""
2023/01/07 06:32:00,"22,63","98,0",""
2023/01/07 06:42:00,"22,63","97,9",""
2023/01/07 06:52:00,"22,69","98,0",""
2023/01/07 07:02:00,"22,75","98,1",""
2023/01/07 07:12:00,"22,75","97,9",""
2023/01/07 07:22:00,"22,81","98,0",""
2023/01/07 07:32:00,"22,81","98,1",""
2023/01/07 07:42:00,"22,88","98,0",""
2023/01/07 07:52:00,"22,88","97,9",""
2023/01/07 08:02:00,"22,94","97,9",""
2023/01/07 08:12:00,"23,00","98,1",""
2023/01/07 08:22:00,"23,00","98,0",""
2023/01/07 08:32:00,"23,00","98,4",""
2023/01/07 08:42:00,"23,06","98,4",""
2023/01/07 08:52:00,"23,06","98,4",""
2023/01/07 09:02:00,"23,13","98,5",""
2023/01/07 09:12:00,"23,19","98,5",""
2023/01/07 09:22:00,"23,19","98,4",""
2023/01/07 09:32:00,"23,25","98,4",""
2023/01/07 09:42:00,"23,25","98,3",""
2023/01/07 09:52:00,"23,31","98,3",""
2023/01/07 10:02:00,"23,31","98,5",""
2023/01/07 10:12:00,"23,38","98,5",""
2023/01/07 10:22:00,"23,44","98,5",""
2023/01/07 10:32:00,"23,44","98,5",""
2023/01/07 10:42:00,"22,69","80,1",""
2023/01/07 10:52:00,"16,56","64,1",""
2023/01/07 11:02:00,"13,94","65,9",""
2023/01/07 11:12:00,"13,06","66,3",""
2023/01/07 11:22:00,"12,69","67,9",""
2023/01/07 11:32:00,"12,56","75,6",""
2023/01/07 11:42:00,"12,50","69,7",""
